statement_idx	report	page_num	sent_num	statement	confidence	score	split
4581	AR6_WGII	936	9	Globally, the increase in frequencies and intensities of extreme precipitation from global warming will likely4 expand the global land area affected by flood hazards	medium	1	train
4582	AR6_WGII	936	20	Urban flooding risks are also increased by urban expansion and land use and land cover change which enlarges impermeable surface areas through soil sealing, impacting drainage of floodwaters with consequent sewer overflows	high	2	train
4583	AR6_WGII	936	25	Future risks of urban flooding is increasing in conjunction with continued increases in global surface temperature	high	2	train
4584	AR6_WGII	937	7	Risks arising from urban water scarcity worldwide are very likely increasing due to climate drivers (e.g., warmer temperatures and droughts) and urbanisation processes (e.g., land use changes, migration to cities and changing patterns of water use including over extraction of surface and groundwater resources) affecting supply and demand	high	2	train
4585	AR6_WGII	937	11	Decreased regional precipitation and associated changes in runoff and storage from droughts is exacerbating urban scarcity by impairing the quality of water available for its resource management in cities	high	2	train
4586	AR6_WGII	937	15	Risks of urban water scarcity and security are compounded by vulnerabilities such as service availability and quality of infrastructure to supply water for increased urban demand from in-migration to cities	medium	1	train
4587	AR6_WGII	937	16	Risks to local water security in cities are also exacerbated by drivers such as dependence on imported water resources from distant locales that may be exposed to additional drought risks	high	2	train
4588	AR6_WGII	938	40	In particular, there is evidence from North American cities that tornado damage are likely fundamentally driven by growing built-environment exposure	medium	1	train
4589	AR6_WGII	939	5	Future climate risk of fires at the WUI are likely	medium	1	train
4590	AR6_WGII	939	9	The mortality risk for several pollutants, for example PM 2.5, is considerable	high	2	train
4591	AR6_WGII	939	20	The impacts of future climate change on air quality and consequent risks on human health have been studied at urban (Knowlton et al., 2004; Physick, Cope and Lee, 2014) and national scales (Fann et al., 2015; Orru et al., 2013; Doherty, Heal and O’Connor, 2017); globally, these studies have found a likely net increased risk of climate change on air pollution-related health	low	0	train
4592	AR6_WGII	940	7	While some individuals, including children, may be able to exercise agency to reduce their risk (Treichel, 2020), and some indicators are culturally specific, overall, poor, marginalised, socially isolated and informal urban households are particularly at risk	high	2	train
4593	AR6_WGII	941	2	Climate-induced migration is not necessarily higher among poorer households whose mobility is more likely to be limited due to the poverty trap (i.e., lack of financial resources)	high	2	train
4594	AR6_WGII	941	13	Migration can also be maladaptive for the receiving contexts, whether due to the pressure on and/or conflict over land and/or the urban resources	high	2	train
4595	AR6_WGII	941	16	Regardless of the reasons and the initiators for migration, community control over resettlement both at the origin and destination leads to more positive outcomes for both the communities being resettled and the receiving communities	high	2	train
4596	AR6_WGII	941	17	The protection of livelihoods contributes to ensuring the well-being (physical and mental) and the protection of the rights of communities	high	2	train
4597	AR6_WGII	942	3	Current climate variability is already causing impacts on infrastructure systems around the world	high	2	train
4598	AR6_WGII	947	19	Projected global compound risks will increase in the future, with significant risks across energy, food and water sectors that likely overlap spatially and temporally while affecting increasing numbers of people and regions particularly in Africa and Asia	high	2	train
4599	AR6_WGII	948	23	Extending into urban areas within stable states, alienation and loss of trust between local populations and the state can be exacerbated by top-down adaptation planning and delivery; socially and spatially uneven adaptation investment; and in the economic and administrative limits of government that can lead to some places being excluded from formal planned investment	high	2	train
4600	AR6_WGII	953	27	Evidence from both richer countries and the Global South reveals that conventional zoning is more effective when governance systems facilitate the implementation of land use policies for climate adaptation that preclude negative human-nature interactions and that curb spatial inequity, both of which can trigger climate gentrification and increase the vulnerability of economically disadvantaged groups to climate-related risk	high	2	train
4601	AR6_WGII	953	31	Adaptation actions through zoning and land use are more effective when combined with other planning measures	high	2	train
4602	AR6_WGII	975	13	Local government reform at different levels can improve local adaptation, whether this is by strengthening specific teams or building cross-departmental linkages	high	2	train
4603	AR6_WGII	975	21	Multi-level governance measures that support local governments can foster robust adaptation approaches and address risks and vulnerabilities across scales	high	2	train
4604	AR6_WGII	975	22	Effective action by local government requires national government’s support	medium	1	train
4605	AR6_WGII	975	27	National urban adaptation directives can influence municipal governments’ action and planning, but evidence suggests that national policy alone is not sufficient to deliver action on the ground without understanding local conditions	high	2	train
4606	AR6_WGII	975	31	Adaptation actions, even where financed effectively, do not always deliver positive outcomes	high	2	train
4607	AR6_WGII	976	8	Individual coping strategies are generally ineffective in reducing extreme risks and they rarely address the underlying structural causes of vulnerability	high	2	train
4608	AR6_WGII	976	10	However, individual coping strategies can provide foundations for the implementation of collaborative action in communities, building on people’s experiences, in ways which may have a longer-term, durable impact on developing resilience	high	2	train
4609	AR6_WGII	976	25	Corporate, private sector interventions in urban risk reduction more broadly remain limited, with a mix of public and private responsibility for planning, implementing and maintaining adaptations in the built environment, and yet limited engagement of private sector actors in providing healthcare measures for heat prevention	medium	1	train
4610	AR6_WGII	977	32	Local authorities are an important enabling actor that can guide the private sector and communities to take responsibility for creating policy and regulatory environments that encourage private sector participation aligned with the SDGs’ equity and ecological sustainability principles	high	2	train
4611	AR6_WGII	982	17	The integration of climate adaptation in local policies in cities and settlements has often been seen as maintaining business-as-usual and not always aligned with transformative efforts to address structural drivers of vulnerability	high	2	test
4612	AR6_WGII	989	17	Access to private finance can support infrastructure development through private provisioning, public–private partnerships (PPP) and public debt arrangements	high	2	train
4613	AR6_WGII	999	15	Urbanisation: A Megatrend Driving Global Climate Risk and Potential for Low-Carbon and Resilient Futures Severe weather events, exacerbated by anthropogenic emissions, are already having devastating impacts on people who live in urban areas, and on the infrastructure that supports these communities and those of many other distant places	high	2	train
4614	AR6_WGII	1000	1	Urban settlements are drivers of climate change, generating about 70% of global CO 2-eq emissions	high	2	train
4615	AR6_WGII	1000	6	As urbanisation unfolds, its legacy continues to be the locking in of emissions and vulnerabilities	high	2	train
4616	AR6_WGII	1001	9	Enabling Action Innovative governance and finance solutions are required to manage complex and interconnected risks across essential key infrastructures, networks and services and meet basic human needs in urban areas	medium	1	train
4617	AR6_WGII	1001	14	Increasing investment at pace will put pressure on governance capability and transparency and accountability of decision making	medium	1	train
4618	AR6_WGII	1055	1	Climate hazards are a growing driver of involuntary migration and displacement (high confidence) and are a contributing factor to violent conflict	high	2	train
4619	AR6_WGII	1055	2	These impacts are often inter-connected, are unevenly distributed across and within societies, and will continue to be experienced inequitably due to differences in exposure and vulnerability	very high	3	train
4620	AR6_WGII	1055	3	Cascading and compounding risks affecting health due to extreme weather events have been observed in all inhabited regions, and risks are expected to increase with further warming	very high	3	train
4621	AR6_WGII	1055	4	Since AR5, new evidence and awareness of current impacts and projected risks of climate change on health, well-being, migration and conflict have emerged, including greater evidence of the detrimental impacts of climate change on mental health	very high	3	train
4622	AR6_WGII	1055	5	New international agreements were reached on climate change (Paris Agreement), disaster risk reduction (DRR) (Sendai Agreement), sustainable development (the Sustainable Development Goals (SDGs)), urbanisation (The New Urban Agenda), migration (Global Compact for Safe, Orderly and Regular Migration) and refugees (Global Compact on Refugees) that, if achieved, would reduce the impacts of climate change on health, well-being, migration and conflict	very high	3	train
4623	AR6_WGII	1055	6	However, the challenges with implementing these agreements are highlighted by the coronavirus disease 2019 (COVID-19) pandemic, which exposed systemic weaknesses at community, national and international levels in the ability of societies to anticipate and respond to global risks	high	2	train
4624	AR6_WGII	1055	7	Incremental changes in policies and strategies have proven insufficient to reduce climate-related risks to health, well-being, migration and conflict, highlighting the value of more integrated approaches and frameworks for solutions across systems and sectors that are embodied in these new international agreements	high	2	train
4625	AR6_WGII	1055	8	With proactive, timely and effective adaptation, many risks for human health and well-being could be reduced and some potentially avoided	very high	3	train
4626	AR6_WGII	1055	9	A significant adaptation gap exists for human health and well-being and for responses to disaster risks	very high	3	train
4627	AR6_WGII	1055	11	National planning on health and climate change is advancing, but the comprehensiveness of strategies and plans need to be strengthened, and implementing action on key health and climate change priorities remains challenging	high	2	train
4628	AR6_WGII	1055	14	For a given evidence and agreement statement, different confidence levels can be assigned, but increasing levels of evidence and degrees of agreement are correlated with increasing confidence.adaptation is only 0.5% of dispersed multi-lateral climate finance projects	high	2	train
4629	AR6_WGII	1055	15	This level of investment is insufficient to protect population health and health systems from most climate- sensitive health risks	very high	3	train
4630	AR6_WGII	1055	16	Climate resilient development has a strong potential to generate substantial co-benefits for health and well-being and to reduce risks of involuntary displacement and conflict	very high	3	train
4631	AR6_WGII	1055	17	Sustainable and climate resilient development that decreases exposure, vulnerability and societal inequity and that increases timely and effective adaptation and mitigation more broadly, has the potential to reduce but not necessarily eliminate climate change impacts on health, well-being, involuntary migration and conflict	high	2	train
4632	AR6_WGII	1055	18	This development includes greenhouse gas (GHG) emission reductions through clean energy and transport; climate-resilient urban planning; sustainable food systems that lead to healthier diets; universal access to healthcare and social protection systems; wide-scale, proactive adaptive capacity building for climate change; and achievement of the SDGs	very high	3	train
4633	AR6_WGII	1055	20	The net global financial gains from these co-benefits to health and well- being, including avoided hospitalisations, morbidity and premature deaths, exceed the financial costs of mitigation	high	2	train
4634	AR6_WGII	1055	21	As an example of co-benefits, the financial value of health benefits from improved air quality alone is projected to be greater than the costs of meeting the goals of the Paris Agreement	high	2	train
4635	AR6_WGII	1055	22	All pathways to climate resilient development, including those for the health and healthcare systems, involve balancing complex synergies and trade-offs between development pathways and the options that underpin climate mitigation and adaptation pathways	very high	3	train
4636	AR6_WGII	1055	23	Key transformations are needed to facilitate climate resilient development pathways (CRDPs) for health, well- being, migration and conflict avoidance	high	2	test
4637	AR6_WGII	1055	24	The transformational changes will be more effective if they are responsive to regional, local and Indigenous knowledge and consider the many dimensions of vulnerability, including those that are gender- and age-specific	high	2	train
4638	AR6_WGII	1055	25	A key pathway towards climate resilience in the health sector is universal access to primary healthcare, including mental healthcare	high	2	train
4639	AR6_WGII	1055	26	Investments in other sectors and systems that improve upon the social determinants of health have the potential to reduce vulnerability to climate-related health risks	high	2	train
4640	AR6_WGII	1055	27	Links between climate risks, adaptation, migration and labour markets highlight the value of providing better mobility options as part of transformative change	medium	1	train
4641	AR6_WGII	1056	1	Observed Impacts Climate hazards are increasingly contributing to a growing number of adverse health outcomes (including communicable and non-communicable diseases (NCDs)) in multiple geographical areas	very high	3	train
4642	AR6_WGII	1056	2	The net impacts are largely negative at all scales (very high confidence), and there are very few examples of beneficial outcomes from climate change at any scale	high	2	train
4643	AR6_WGII	1056	3	While malaria incidence has declined globally due to non- climatic socioeconomic factors and health system responses, a shift to higher altitudes has been observed as the climate warms	very high	3	train
4644	AR6_WGII	1056	4	Climate variability and change (including temperature, relative humidity and rainfall) and population mobility are significantly and positively associated with observed increases in dengue globally; chikungunya virus in Asia, Latin America, North America and Europe (high confidence); Lyme disease vector Ixodes scapularis in North America (high confidence); and Lyme disease and tick-borne encephalitis vector Ixodes ricinus in Europe	medium	1	train
4645	AR6_WGII	1056	5	Higher temperatures (very high confidence), heavy rainfall events (high confidence) and flooding (medium confidence) are associated with an increase of diarrhoeal diseases in affected regions, including cholera (very high confidence), other gastrointestinal infections (high confidence) and food-borne diseases due to Salmonella and Campylobacter	medium	1	train
4646	AR6_WGII	1056	6	Floods have led to increases in vector- and waterborne diseases and to disturbances of public health services	high	2	train
4647	AR6_WGII	1056	7	Climate extremes increase the risks of several types of respiratory tract infections	high	2	train
4648	AR6_WGII	1056	8	Climate-related extreme events such as wildfires, storms and floods are followed by increased rates of mental illness in exposed populations	very high	3	train
4649	AR6_WGII	1056	9	Several chronic, non-communicable respiratory diseases are climate-sensitive based on their exposure pathways (e.g., heat, cold, dust, small particulates, ozone, fire smoke and allergens)	high	2	train
4650	AR6_WGII	1056	10	Worldwide, rates of adverse health impacts associated with small particulate matter (PM) exposure have decreased steadily due to decreasing primary emissions (very high confidence), while rates of adverse health impacts from ozone air pollution exposure have increased	very high	3	train
4651	AR6_WGII	1056	11	Exposure to wildland fires and associated smoke has increased in several regions	very high	3	train
4652	AR6_WGII	1056	12	Spring pollen season start dates in northern mid-latitudes are occurring earlier due to climate change, increasing the risks of allergic respiratory diseases	high	2	train
4653	AR6_WGII	1056	13	Heat is a growing health risk due to burgeoning urbanisation, an increase in high temperature extremes and demographic changes in countries with aging populations	very high	3	train
4654	AR6_WGII	1056	14	Potential hours of work lost due to heat has increased significantly over the past two decades	high	2	train
4655	AR6_WGII	1056	15	Some regions are already experiencing heat stress conditions at or approaching the upper limits of labour productivity	high	2	train
4656	AR6_WGII	1056	16	A significant proportion of warm-season heat-related mortality in temperate regions is linked to observed anthropogenic climate change	medium	1	train
4657	AR6_WGII	1056	17	For some heatwave events over the last two decades, associated health impacts can be at least partially attributed to observed climate change	high	2	train
4658	AR6_WGII	1056	18	Extreme heat has negative impacts on mental health, well-being, life satisfaction, happiness, cognitive performance and aggression	medium	1	train
4659	AR6_WGII	1056	19	Climate variability and change contribute to food insecurity, which can lead to malnutrition, including undernutrition, overweight and obesity, and to disease susceptibility in low- and middle-income countries	high	2	train
4660	AR6_WGII	1056	20	Populations exposed to extreme weather and climate events may consume inadequate or insufficient food, leading to malnutrition and increasing the risk of disease	high	2	train
4661	AR6_WGII	1056	21	Children and pregnant women experience disproportionately greater adverse nutrition and health impacts	high	2	train
4662	AR6_WGII	1056	22	Climatic influences on nutrition are strongly mediated by socioeconomic factors	very high	3	train
4663	AR6_WGII	1056	23	Extreme climate events act as both direct drivers (e.g., destruction of homes by tropical cyclones) and as indirect drivers (e.g., rural income losses during prolonged droughts) of involuntary migration and displacement	very high	3	train
4664	AR6_WGII	1056	24	Most documented examples of climate-related displacement occur within national boundaries, with international movements occurring primarily within regions, particularly between countries with contiguous borders	high	2	train
4665	AR6_WGII	1056	25	Global statistics collected since 2008 by the Internal Displacement Monitoring Centre (IDMC) show an annual average of over 20 million people internally displaced by weather-related extreme events, with storms and floods the most common drivers	high	2	train
4666	AR6_WGII	1056	26	The largest absolute number of people displaced by extreme weather each year occurs in Asia (South, Southeast and East), followed by sub-Saharan Africa, but small island states in the Caribbean and South Pacific are disproportionately affected relative to their small population size	high	2	train
4667	AR6_WGII	1056	27	Immobility in the context of climate risks can reflect vulnerability and lack of agency but can also be a deliberate choice of people to maintain livelihoods, economic considerations and social and cultural attachments to place	high	2	train
4668	AR6_WGII	1056	28	Climate hazards have affected armed conflict within countries (medium confidence), but the influence of climate is small compared to socioeconomic, political and cultural factors	high	2	train
4669	AR6_WGII	1056	29	Climate increases conflict risk by undermining food and water security, income and livelihoods in situations where there are large populations, weather-sensitive economic activities, weak institutions and high levels of poverty and inequality	high	2	train
4670	AR6_WGII	1056	30	In urban areas, food and water insecurity and inequitable access to services has been associated with civil unrest where there are weak institutions	medium	1	train
4671	AR6_WGII	1056	31	Climate hazards are associated with increased violence against women, girls and vulnerable groups, and the experience of armed conflict is gendered	medium	1	train
4672	AR6_WGII	1056	32	Adaptation and mitigation projects implemented without consideration of local social dynamics have exacerbated non-violent conflict	medium	1	train
4673	AR6_WGII	1057	1	An excess of 250,000 deaths yr–1 by 2050 attributable to climate change is projected due to heat, undernutrition, malaria and diarrhoeal disease, with more than half of this excess mortality projected for Africa (compared to a 1961–1991 baseline period for a mid-range emissions scenario)	high	2	train
4674	AR6_WGII	1057	5	Climate change is projected to significantly increase population exposure to heatwaves (very high confidence) and heat-related morbidity and mortality	high	2	train
4675	AR6_WGII	1057	7	Globally, the impact of projected climate change on temperature-related mortality is expected to be a net increase under RCP4.5 to RCP8.5, even with adaptation	high	2	train
4676	AR6_WGII	1057	8	Heat related cardiovascular disease mortality is projected to increase by the end of this century	high	2	train
4677	AR6_WGII	1057	9	Strong geographical differences in heat-related mortality are projected to emerge later this century, mainly driven by population growth and aging in regions with tropical and subtropical climates	very high	3	train
4678	AR6_WGII	1057	10	The burdens of several climate-sensitive food-borne, waterborne, and vector-borne diseases (VBDs) are projected to increase under climate change, assuming no additional adaptation	very high	3	train
4679	AR6_WGII	1057	11	The distribution and intensity of transmission of malaria is expected to decrease in some areas and increase in others, with increases projected mainly along the current edges of its geographic distribution in endemic areas of sub-Saharan Africa, Asia and South America	high	2	train
4680	AR6_WGII	1057	12	Dengue risk will increase, with a larger spatio-temporal distribution in Asia, Europe and sub-Saharan Africa under RCP6.0 and RCP8.5, potentially putting another 2.25 billion people at risk	high	2	train
4681	AR6_WGII	1057	13	Higher incidence rates are projected for Lyme disease in the Northern Hemisphere (high confidence) and for transmission of Schistosoma mansoni in eastern Africa	high	2	train
4682	AR6_WGII	1057	14	Increasing atmospheric concentrations of carbon dioxide and climate change are projected to increase diet-related risk factors and related non-communicable diseasess globally and increase undernutrition, stunting and related childhood mortality particularly in Africa and Asia, with outcomes depending on the extent of mitigation and adaptation	high	2	train
4683	AR6_WGII	1057	15	These projected changes are expected to slow progress towards eradication of child undernutrition and malnutrition	high	2	train
4684	AR6_WGII	1057	16	Higher atmospheric concentrations of carbon dioxide reduce the nutritional quality of wheat, rice and other major crops, potentially affecting millions of people at a doubling of carbon dioxide (very high confidence) {7.3.1}.Climate change is expected to have adverse impacts on well-being and to further threaten mental health	very high	3	train
4685	AR6_WGII	1057	18	Mental health impacts are expected to arise from exposure to high temperatures, extreme weather events, displacement, malnutrition, conflict, climate-related economic and social losses, and anxiety and distress associated with worry about climate change	very high	3	train
4686	AR6_WGII	1057	19	Future climate-related migration is expected to vary by region and over time, according to future climatic drivers, patterns of population growth, adaptive capacity of exposed populations and international development and migration policies	high	2	train
4687	AR6_WGII	1057	20	The wide range of potential outcomes is reflected in model projections of population displacements by 2050 in Latin America, sub- Saharan Africa and south Asia due to climate change, which vary from 31 million to 143 million people, depending on assumptions about future GHG emissions and socioeconomic development trajectories	high	2	train
4688	AR6_WGII	1057	21	With every additional one degree Celsius of warming, the global risks of involuntary displacement due to flood events are projected to rise by approximately 50%	high	2	train
4689	AR6_WGII	1057	22	High emissions/low development scenarios raise the potential for higher levels of migration and involuntary displacement (high confidence) and increase the need for planned relocations and support for people exposed to climate extremes but lacking the means to move	high	2	train
4690	AR6_WGII	1057	23	Climate change may increase susceptibility to violent conflict, primarily intra-state conflicts, by strengthening climate-sensitive drivers of conflict	medium	1	train
4691	AR6_WGII	1057	24	Future violent conflict risk is highly mediated by socioeconomic development trajectories (high confidence) and so trajectories that prioritise economic growth, political rights and sustainability are associated with lower conflict risk	medium	1	train
4692	AR6_WGII	1057	25	Future climate change may exceed adaptation limits and generate new causal pathways not observed under current climate variability	medium	1	train
4693	AR6_WGII	1057	26	Economic shocks are not included in many models of conflict risks currently used, and some projections do not incorporate known socioeconomic predictors of conflict	medium	1	train
4694	AR6_WGII	1057	27	As such, future increases in conflict- related deaths with climate change have been estimated, but results are inconclusive	medium	1	train
4695	AR6_WGII	1057	28	Solutions Since AR5, the value of cross-sectoral collaboration to advance sustainable development has been more widely recognised, but despite acknowledgement of the importance of health adaptation as a key component, action has been slow	high	2	train
4696	AR6_WGII	1057	29	Building climate-resilient health systems will require multi-sectoral, multi-system and collaborative efforts at all governance scales	very high	3	test
4697	AR6_WGII	1057	30	Globally, health systems are poorly resourced in general, and their capacity to respond to climate change is weak, with mental health support being particularly inadequate	very high	3	train
4698	AR6_WGII	1057	31	The health sectors of some countries have focused on implementing incremental changes to policies and measures to fill the adaptation gap	very high	3	train
4699	AR6_WGII	1058	1	This highlights an urgent and immediate need to address the wider interactions between environmental change, socioeconomic development and human health and well-being	high	2	train
4700	AR6_WGII	1058	2	Targeted investments in health and other systems, including multi-sectoral, integrated approaches to protect against key health risks can effectively increase resilience	high	2	train
4701	AR6_WGII	1058	3	Increased investment in strengthening general health systems, along with targeted investments to enhance protection against specific climate-sensitive exposures (e.g., hazard early warning and response systems, and integrated vector control programmes for VBDs) will increase resilience if implemented to at least keep pace with climate change	high	2	train
4702	AR6_WGII	1058	7	These short-term responses can be complemented by longer-term urban planning and design, including nature-based solutions (NbS) that mitigate urban heat island (UHI) effects	high	2	train
4703	AR6_WGII	1058	9	The COVID-19 pandemic has demonstrated the value of coordinated and multi-sectoral planning, social protection systems, safety nets and other capacities in societies to cope with a range of shocks and stresses	high	2	train
4704	AR6_WGII	1058	10	The pandemic has posed a severe shock to many socioeconomic systems, resulting in substantial changes in vulnerability and exposure of people to climate risks	high	2	train
4705	AR6_WGII	1058	11	The pandemic emphasises the inter-connected and compound nature of risks, vulnerabilities, and responses to emergencies that are simultaneously local and global	high	2	train
4706	AR6_WGII	1058	12	Pathways to climate resilient development can be pursued simultaneously with recovering from the COVID-19 pandemic	high	2	train
4707	AR6_WGII	1058	13	The COVID-19 pandemic has aggravated climate risks, demonstrated the global and local vulnerability to cascading shocks and illustrated the importance of integrated solutions that tackle ecosystem degradation and structural vulnerabilities in human societies	high	2	train
4708	AR6_WGII	1058	14	Transitioning towards equitable, low-carbon societies has multiple benefits for health and well-being	very high	3	train
4709	AR6_WGII	1058	15	Benefits for health and well-being can be gained from wide-spread, equitable access to affordable renewable energy (high confidence); active transport (e.g., walking and cycling) (high confidence); green buildings and nature-based solutions, such as green and blue urban infrastructure (high confidence); and by transitioning to a low-carbon, well-being-oriented and equity-oriented economy consistent with the aims of the SDGs	high	2	train
4710	AR6_WGII	1058	16	Plant-rich diets consistent with international recommendations for healthy diets could contribute to lower GHG emissions while also generating health co-benefits, such as reducing ill health related to over-consumption of animal-based products	high	2	train
4711	AR6_WGII	1058	17	Reducing future risks of involuntary migration and displacement due to climate change is possible through cooperative international efforts to enhance institutional adaptive capacity and sustainable development	high	2	train
4712	AR6_WGII	1058	18	Institutional and cross-sectoral efforts to build adaptive capacity, coupled with policies aimed at ensuring safe and orderly movements of people within and between states, can form part of the CRDPs that reduce future risks of climate-related involuntary migration, displacement and immobility	medium	1	train
4713	AR6_WGII	1058	19	In locations where permanent, government- assisted relocation becomes unavoidable, active involvement of local populations in planning and decision-making increases the likelihood of successful outcomes	medium	1	train
4714	AR6_WGII	1058	20	People who live on small island states do not view relocation as an appropriate or desirable means of adapting to the impacts of climate change	high	2	train
4715	AR6_WGII	1058	21	Adaptation and sustainable development build peace in conflict- prone regions by addressing the drivers of grievances that lead to conflict and vulnerability to climate change	high	2	train
4716	AR6_WGII	1058	22	Environmental peacebuilding (EP) through natural resource sharing, conflict-sensitive adaptation and climate-resilient peacebuilding offer promising avenues for addressing conflict risk, but their efficacy is still to be demonstrated through effective monitoring and evaluation	high	2	train
4717	AR6_WGII	1058	23	Formal institutional arrangements for natural resource management contribute to wider cooperation and peacebuilding (high confidence) and gender-based approaches provide under-utilised pathways to achieving sustainable peace	medium	1	train
4718	AR6_WGII	1058	24	Inclusion, cross-issue and cross-sectoral integration in policy and programming, and approaches that incorporate different geographical scales and work across national boundaries can support climate- resilient peace	high	2	train
4719	AR6_WGII	1059	5	Specific observations of current impacts included the expansion of the geographical ranges of some diseases into previously unaffected areas and changes in the distributions of some food-, water- and vector- borne diseases	high	2	train
4720	AR6_WGII	1059	6	Increasing future health risks were projected from injury, disease and death due to more intense heatwaves and fires (very high confidence), undernutrition in poor regions (high confidence), food- and waterborne diseases (very high confidence) and VBDs	medium	1	train
4721	AR6_WGII	1059	7	AR5 found that climate change is a multiplier of existing health vulnerabilities, including food insecurity and limited access to safe water, improved sanitation, healthcare and education, and that the most effective measures to reduce vulnerability in the near term are programmes that implement and improve basic public health	very high	3	train
4722	AR6_WGII	1059	8	Opportunities for co-benefits from mitigation actions were identified through such actions as reducing local emissions of short-lived climate pollutants from energy systems (very high confidence) and expanding transport systems that promote active travel	high	2	train
4723	AR6_WGII	1060	15	Access to green spaces was also closely associated with well-being	high	2	train
4724	AR6_WGII	1061	9	The exposure to hazards of populations, infrastructure, ecosystem capital, socioeconomic systems and cultural assets critical to health and well-being varies considerably across and within regions	high	2	train
4725	AR6_WGII	1069	5	The most vulnerable groups include smallholder farmers, pastoralists, agricultural laborers, poorer households, refugees, indigenous groups, women, children, the elderly and those who are socioeconomically marginalised (FAO et al., 2018; IPCC, 2019b)	high	2	train
4726	AR6_WGII	1070	5	Observed Impacts of Climate Change on Health, Well-Being, Migration and Conflict 7.2.1 Observed Impacts on Health and Well-Being Eleven categories of diseases and health outcomes have been identified in this assessment as being climate-sensitive through direct pathways (e.g., heat and floods) and indirect pathways mediated through natural and human systems and economic and social disruptions (e.g., disease vectors, allergens, air and water pollution, and food system disruption)	high	2	train
4727	AR6_WGII	1073	7	Figure 7.5 illustrates how climatic and non-climatic drivers and responses determine VBD outcomes.Evidence has increased since AR5 that the vectorial capacity has increased for dengue fever, malaria and other mosquito-borne diseases and that higher global average temperatures are making wider geographic areas more suitable for transmission	very high	3	train
4728	AR6_WGII	1073	8	Transmission rates of malaria are directly influenced by climatic and weather variables such as temperature, with non-climatic socioeconomic factors and health system responses counteracting the climatic drivers	very high	3	train
4729	AR6_WGII	1074	7	Changing climatic patterns are facilitating the spread of CHIKV, Zika, Japanese encephalitis and Rift Valley Fever in Asia, Latin America, North America and Europe	high	2	train
4730	AR6_WGII	1074	13	Changes in temperature, precipitation, and relative humidity have been implicated as drivers of West Nile fever in southeastern Europe	medium	1	train
4731	AR6_WGII	1074	16	Climate change has contributed to the spread of the Lyme disease vector Ixodes scapularis, a corresponding increase in cases of Lyme disease in North America	high	2	train
4732	AR6_WGII	1075	3	Ixodes ricinus, the primary vector in Europe for both Lyme borreliosis and tick-borne encephalitis is sensitive to humidity and temperature (Daniel et al., 2018; Estrada- Peña and Fernández-Ruiz, 2020)	high	2	train
4733	AR6_WGII	1075	14	Since AR5 there is a growing body of evidence that increases in temperature (very high confidence), heavy rainfall (high confidence), flooding (medium confidence) and drought	low	0	train
4734	AR6_WGII	1075	21	Heavy rainfall and higher than normal temperatures are associated with increased cholera risk in affected regions	very high	3	train
4735	AR6_WGII	1075	25	Heavy rainfall, warmer weather and drought are linked to increased risks for other GI infections	high	2	train
4736	AR6_WGII	1076	11	A strong association exists between increases in FBDs and high air and water temperatures and longer summer seasons	very high	3	train
4737	AR6_WGII	1077	2	There is a strong association observed between the increase in average ambient temperature and increases in Salmonella infections	high	2	train
4738	AR6_WGII	1077	6	Significant associations exist between FBDs due to Campylobacter, precipitation and temperature	medium	1	train
4739	AR6_WGII	1078	8	COVID-19 and environmental connections Infectious diseases may emerge and spread through multiple climate-related avenues, including direct effects of climatic conditions on disease reproduction and transmission and various indirect effects, often interlinked with ecosystem degradation	high	2	train
4740	AR6_WGII	1078	9	Climate change is affecting the risk of emerging infectious diseases by contributing to factors that drive the movements of species, including vectors and reservoirs of diseases, into novel human populations and vice versa	high	2	train
4741	AR6_WGII	1078	11	Human-to-human transmission is the prominent driver in the spread of the COVID-19 pandemic, rather than climatic drivers	high	2	train
4742	AR6_WGII	1078	14	The impact of COVID-19 containment measures resulted in a temporary reduction in greenhouse gas (GHG) emissions and reduced air pollution	high	2	train
4743	AR6_WGII	1079	7	During the pandemic, extreme weather and climate events such as droughts, storms, floods, wildfires and heatwaves continued, resulting in disastrous compounding impacts	high	2	train
4744	AR6_WGII	1079	12	Responses and implications for adaptation and climate resilient development The pandemic emphasises the inter-connected and compound nature of risks, vulnerabilities and responses to emergencies that are simultaneously local and global	high	2	train
4745	AR6_WGII	1080	1	The management of the COVID-19 pandemic has highlighted the value of scientific (including medical and epidemiological) expertise and the importance of fast, accurate and comprehensive data to inform policy decisions and to anticipate and manage risk	high	2	train
4746	AR6_WGII	1080	9	There is a considerable evidence base of specific actions that have co-benefits for reducing pandemic and climate change risks while enhancing social justice and biodiversity conservation	high	2	train
4747	AR6_WGII	1080	13	In particular, given their immense scale, COVID-19 recovery investments may offer an opportunity to contribute to climate resilient development pathways (CRDPs) through a green, resilient, healthy and inclusive recovery	high	2	train
4748	AR6_WGII	1080	14	However, windows of opportunity to enable such transitions are only open for a limited period and need to be swiftly acted upon to effect change	high	2	train
4749	AR6_WGII	1080	17	In addition, heightened societal and political attention to one crisis often comes at the cost of other policy priorities	high	2	train
4750	AR6_WGII	1082	9	Climate change affects the risk of CVD through high temperatures and extreme heat (assessed in Section 7.2.4.1) and through other mechanisms	medium	1	train
4751	AR6_WGII	1082	19	Several non-communicable respiratory diseases are climate sensitive based on their exposure pathways	very high	3	train
