,filenames,page_num,sent_num,text,confidence_rating
494,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,9,Drylands are particularly exposed to climate change related droughts ,high
495,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,10,Recent heavy rainfall events that have led to catastrophic flooding were made more likely by anthropogenic climate change ,high
496,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,11,"Observed mortality and losses due to floods and droughts are much greater in regions with high vulnerability and vulnerable populations such as the poor, women, children, Indigenous Peoples and the elderly due to historical, political and socioeconomic inequities ",high
497,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,13,"Climate change and changes in land use and water pollution are key drivers of ecosystem loss and degradation (high confidence), with negative impacts observed on culturally significant terrestrial and freshwater species and ecosystems in the Arctic, mountain regions and other biodiversity hotspots ",high
498,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,14,Climate trends and extreme events have had major impacts on many natural systems ,high
499,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,15,"For example, periodic droughts in parts of the Amazon since the 1990s, partly attributed to climate change, resulted in high tree mortality rates and basin-wide reductions in forest productivity, momentarily turning Amazon forests from a carbon sink into a net carbon source ",high
500,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,16,Fire risks have increased due to heat and drought conditions in many parts of the world ,medium
501,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,17,Increased precipitation has resulted in range shifts of species in some regions ,high
502,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,19,"Climate-induced trends and extremes in the water cycle have impacted agricultural production positively and negatively, with negative impacts outweighing the positive ones ",high
503,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,20,"Droughts, floods and rainfall variability have contributed to reduced food availability and increased food prices, threatening food and nutrition security, and the livelihoods of millions globally (high confidence), with the poor in parts of Asia, Africa and South and Central America being disproportionately affected ",high
504,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,21,"Drought years have reduced thermoelectric and hydropower production by around 4–5% compared to long-term average production since the 1980s (medium confidence), reducing economic growth in Africa and with billions in US dollars of existing and planned hydropower infrastructure assets in mountain regions worldwide and in Africa exposed to increasing hazards ",high
505,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,22,"Changes in temperature, precipitation and water-related disasters are linked to increased incidences of water- borne diseases such as cholera, especially in regions with limited access to safe water, sanitation and hygiene infrastructure ",high
506,data/raw/IPCC_AR6_WGII_FullReport.pdf,61,25,"Women, children, the elderly, Indigenous People, low-income households and socially marginalised groups within cities, set- tlements, regions and countries are the most vulnerable ",high
507,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,3,"Distress sufficient to impair mental health has been caused by climate-related ecological grief associated with environmental change (e.g., solastalgia) or extreme weather and climate events (very high confidence), vicarious experience or anticipation of climate events ",medium
508,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,4,"Vulnerability to mental health effects of climate change varies by region and population, with evidence that Indigenous Peoples, agricultural communities, first responders, women and members of minority groups experience greater impacts ",high
509,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,6,"A significant proportion of warm-season heat-related mortality in temperate regions is attributed to observed anthropogenic climate change (medium confidence), with fewer data available for tropical regions in Africa ",high
510,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,7,"For some heatwave events over the last two decades, associated health impacts have been partially attributed to observed climate change ",high
511,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,9,Potential hours of work lost due to heat have increased significantly over the past two decades ,high
512,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,10,Some regions are already experiencing heat stress conditions at or approaching the upper limits of labour productivity ,high
513,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,12,"Extreme climate events have been key drivers in rising undernutrition of millions of people, primarily in Africa and Central America ",high
514,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,13,"For example, anthropogenic warming contributed to climate extremes induced by the 2015–2016 El Niño, which resulted in severe droughts, leading to an additional 5.9 million children in 51 countries becoming underweight ",high
515,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,15,Children and pregnant women experience disproportionate adverse health and nutrition impacts ,high
516,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,17,"These risks include Salmonella, Campylobacter and Cryptosporidium infections (medium confidence) mycotoxins associated with cancer and stunting in children (high confidence) and seafood contamination with marine toxins and pathogens ",high
517,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,18,"Climate-related food-borne disease risks vary temporally and are influenced, in part, by food availability, accessibility, preparation and preferences (medium confidence), as well as adequate food safety monitoring ",high
518,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,20,More extreme weather events have contributed to vector-borne disease outbreaks in humans through direct effects on pathogens and vectors and indirect effects on human behaviour and emergency response destabilisation ,medium
519,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,21,"Climate change and variability are facilitating the spread of chikungunya virus in North, Central and South America, Europe and Asia (medium to high confidence); tick-borne encephalitis in Europe (medium confidence); Rift Valley fever in Africa; West Nile fever in southeastern Europe, western Asia, the Canadian prairies and parts of the USA (medium confidence); Lyme disease vectors in North America (high confidence) and Europe (medium confidence); malaria in eastern and southern Africa (high confidence); and dengue globally ",high
520,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,22,"For example, in Central and South America, the reproduction potential for the transmission of dengue increased between 17% and 80% for the period 1950–1954 to 2016–2021, depending on the sub-region, as a result of changes in temperature and precipitation ",high
521,data/raw/IPCC_AR6_WGII_FullReport.pdf,62,24,"Water insecurity and inadequate water, sanitation and hygiene increase disease risk ",high
522,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,4,"Spring pollen season start dates in northern mid-latitudes are occurring earlier due to climate change, increasing the risks of allergic respiratory diseases ",high
523,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,6,"Most climate-related displacement and migration occur within national boundaries, with interna- tional movements occurring primarily between countries with contiguous borders ",high
524,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,7,"Since 2008, an annual average of over 20 million people have been internally dis- placed annually by weather-related extreme events, with storms and floods being the most common ",high
525,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,10,"The largest absolute number of people displaced by extreme weather each year occurs in Asia (South, Southeast and East), followed by sub-Saharan Africa, but small island states in the Caribbean and South Pacific are disproportionately affected relative to their small population size ",high
526,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,12,"Specific climate events and conditions cause migration to increase, decrease or flow in new directions ",high
527,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,13,One of the main pathways for climate- induced migration is through deteriorating economic conditions and livelihoods ,high
528,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,14,"Climate change has influenced changes in temporary, seasonal or permanent migration, often rural to urban or rural to rural, that is associated with labour diversification as a risk- reduction strategy in Central America, Africa, South Asia and Mexico ",high
529,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,15,This movement is often followed by remittances ,medium
530,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,16,"However, the same economic losses can also undermine household resources and savings, limiting mobility and compounding people’s exposure and vulnerability ",high
531,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,20,Involuntary migration occurs when adaptation alternatives are exhausted or not viable and reflects non-climatic factors that constrain adaptive capacity and create high levels of exposure and vulnerability ,high
532,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,21,"These outcomes are also shaped by policy and planning decisions at regional, national and local scales that relate to housing, infrastructure, water provisioning, schools and healthcare to support the integration of migrants into receiving communities ",high
533,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,25,Existing examples of relocations of Indigenous Peoples in coastal Alaska and villages in the Solomon Islands and Fiji suggest that relocated people can experience significant financial and emotional distress as cultural and spiritual bonds to place and livelihoods are disrupted ,high
534,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,27,"Vulnerability to climate change is a multi-dimension- al, dynamic phenomenon shaped by intersecting historical and contemporary political, economic and cultural processes of marginalisation ",high
535,data/raw/IPCC_AR6_WGII_FullReport.pdf,63,28,Societies with high levels of inequity are less resilient to climate change ,high
536,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,2,"Complex human vulnerability patterns are shaped by past developments, such as colonialism and its ongoing legacy (high confidence), are worsened by compounding and cascading risks ",high
537,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,3,"For example, low-income, young, poor and female- headed households face greater livelihood risks from climate hazards ",high
538,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,8,"There is evidence that present adaptation strategies do not sufficiently include poverty reduction and the underlying social determinants of human vulnerability such as gender, ethnicity and governance ",high
539,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,10,"Compared to other socioeconomic factors, the influence of climate on conflict has been assessed as being relatively weak (high confidence) but is exacerbated by insecure land tenure, weather-sensitive economic activities, weak institutions and fragile governance, poverty and inequality ",medium
540,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,11,The literature also suggests a larger climate-related influence on the dynamics of conflict than on the likelihood of initial conflict outbreak ,low
541,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,14,"More people and key assets are exposed to climate-induced impacts, and loss and damage in cities, set - tlements and key infrastructure since AR5 ",high
542,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,15,"Sea level rise, heatwaves, droughts, changes in runoff, floods, wildfires and permafrost thaw cause disruptions of key infra - structure and services such as energy supply and transmission, communications, food and water supply and transport systems in and between urban and peri-urban areas ",high
543,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,16,"The most rapid growth in urban vulnerability and exposure has been in cities and settlements where adaptive capacity is limited, including informal settlements in low- and middle-in - come communities and in smaller and medium-sized urban communities ",high
544,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,18,The most rapid growth in urban vulnerability has been in unplanned and informal settlements and in smaller to medium urban centres in low- and middle-income nations where adaptive capacity is limited ,high
545,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,19,"Since AR5, observed impacts of climate change on cities, peri-urban areas and settlements have extended from direct, climate-driven impacts to compound, cascading and systemic impacts ",high
546,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,22,The high degree of informality limits adaptation and increases differential vulnerability to climate change ,high
547,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,23,"Globally, exposure to climate-driven impacts such as heatwaves, extreme precipitation and storms in combination with rapid urbanisation and lack of climate-sensitive planning, along with continuing threats from urban heat islands, is increasing the vulnerability of marginalised urban populations and key infrastructure to climate change, for example, more frequent and/ or extreme rainfall and drought stress existing design and capacity of current urban water systems and heighten urban and peri-urban water insecurity ",high
548,data/raw/IPCC_AR6_WGII_FullReport.pdf,64,24,COVID-19 has had a substantial urban impact and generated new climate-vulnerable populations ,high
549,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,1,"Coastal cities are disproportionately affected by interacting, cascading and climate-compounding climate- and ocean-driven impacts, in part because of the exposure of multiple assets, economic activities and large populations concentrated in narrow coastal zones ",high
550,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,2,"Early impacts of accelerating sea level rise have been detected at sheltered or subsiding coasts, manifesting as nuisance and chronic flooding at high tides, water-table salinisation, ecosystem and agricultural transitions, increased erosion and coastal flood damage ",medium
551,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,3,"Coastal settlements with high inequality, for example a high proportion of informal settlements, as well as deltaic cities prone to land subsidence (e.g., Bangkok, Jakarta, Lagos, New Orleans, Mississippi, Nile, Ganges-Brahmaputra deltas) and small island states are highly vulnerable and have experienced impacts from severe storms and floods in addition to, or in combination with, those from accelerating sea level rise ",high
552,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,4,"Currently, coastal cities already dependent on extensive protective works face the prospects of significantly increasing costs to maintain current protection levels, especially if the local sea level rises to the point that financial and technical limits are reached; systemic changes, such as relocation of millions of people, will be necessary ",medium
553,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,6,"Vulnerabilities vary by location and are shaped by intersecting processes of marginalization, including gender, class, race, income, ethnic origin, age, level of ability, sexuality and non- conforming gender orientation ",high
554,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,8,"Due to the connectivity of infrastructure systems, climate impacts, such as with thawing permafrost or severe storms affecting energy and transport networks, can propagate outside the reach of the hazard footprint and cause larger impacts and widespread regional disruption ",high
555,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,9,"Interdependencies between infrastructure systems have created new pathways for compounding climate risk, which has been accelerated by trends in information and communication technologies, increased reliance on energy, and complex (often global) supply chains ",high
556,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,11,"Recent extreme weather and climate-induced events have been associated with large costs through damaged property, infrastructure and supply chain disruptions, although development patterns have driven much of these increases ",high
557,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,12,Adverse impacts on economic growth have been identified from extreme weather events (high confidence) with large effects in developing countries ,high
558,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,13,"Widespread climate impacts have undermined economic livelihoods, especially among vulnerable populations ",high
559,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,14,Climate impacts and projected risks have been insufficiently internalised into private- and public-sector planning and budgeting practices and adaptation finance ,medium
560,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,16,"Greater economic losses are observed for sectors with high direct climate exposure, including regional losses to agriculture, forestry, fisheries, energy and tourism ",high
561,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,17,"Many industrial and service sectors are indirectly affected through supply disruptions, especially during and following extreme events ",high
562,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,18,"Costs are also incurred from adaptation, disaster spending, recovery and rebuilding of infrastructure ",high
563,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,19,"Estimates of the global effects of climate change on aggregate measures of economic performance and gross domestic product (GDP) range from negative to positive, in part due to uncertainty in how weather variability and climate impacts manifest in GDP ",high
564,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,20,"Climate change is estimated to have slowed trends of decreasing economic inequality between developed and developing countries (low confidence), with particularly negative effects for Africa ",medium
565,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,22,"Extreme weather events, such as tropical cyclones, droughts and severe fluvial floods, have reduced economic growth in the short term (high confidence) and will continue to reduce it in the coming decades ",medium
566,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,23,"Patterns of development have augmented the exposure of more assets to extreme hazards, increasing the magnitude of the losses ",high
567,data/raw/IPCC_AR6_WGII_FullReport.pdf,65,24,Small Island Developing States have reported economic losses and a wide range of damage from tropical cyclones and increases in sea level rise ,high
568,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,2,"Climate-sensitive livelihoods are more concentrated in regions that have higher socioeconomic vulnerabilities and lower adaptive capacities, exacerbating existing inequalities ",medium
569,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,3,Extreme events have also had more pronounced adverse effects in poorer regions and on more vulnerable populations ,medium
570,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,4,These greater economic effects have further reduced the ability of these populations to adapt to existing impacts ,medium
571,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,5,"Within populations, the poor, women, children, elderly and Indigenous populations have been especially vulnerable due to a combination of factors, including gendered divisions of paid and/ or unpaid labour ",high
572,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,7,"Existing adaptation has prevented greater economic losses (medium confidence), yet adaptation gaps remain due to limited financial resources, including gaps in international adaptation finance and competing priorities in budget allocations ",medium
573,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,8,"Insufficient consideration of these impacts, however, has placed more assets in areas that are highly exposed to climate hazards ",medium
574,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,15,"Threats to species and ecosystems in oceans, coastal regions and on land, particularly in biodiversity hotspots, present a global risk that will increase with every additional tenth of a degree of warming ",high
575,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,16,"The transformation of terrestrial and ocean/ coastal ecosystems and loss of biodiversity, exacerbated by pollution, habitat fragmentation and land use changes, will threaten livelihoods and food security ",high
576,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,18,Risks escalate with additional near-term warming in all regions and domains ,high
577,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,21,"Even for less vulnerable species and systems, projected climate change risks surpass hard limits to natural adaptation, increasing species at high risk of population declines (medium confidence) and loss of critical habitats (medium to high confidence) and compromising ecosystem structure, functioning and resilience ",medium
578,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,22,At a global warming of 2°C with associated changes in precipitation global land area burned by wildfire is projected to increase by 35% ,medium
579,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,24,"Beginning at 1.5°C warming, natural adaptation faces hard limits, driving high risks of biodiversity decline, mortality, species extinction and loss of related livelihoods ",high
580,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,25,"At 1.6°C (median estimate), >10% of species are projected to become endangered, increasing to >20% at 2.1°C, representing severe biodiversity risk ",medium
581,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,26,"These risks escalate with warming, most rapidly and severely in areas at both extremes of temperature and precipitation ",high
582,data/raw/IPCC_AR6_WGII_FullReport.pdf,66,27,"With warming of 3°C, >80% of marine species across large parts of the tropical Indian and Pacific Ocean will experience potentially dangerous climate conditions ",medium
583,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,2,"Space for nature is shrinking as large areas of forest are lost to deforestation (high confidence), peat draining and agricultural expansion, land reclamation and protection structures in urban and coastal settlements ",high
584,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,3,"Currently less than 15% of the land and 8% of the ocean are under some form of protection, and enforcement of protection is often weak ",high
585,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,4,"Future ecosystem vulnerability will strongly depend on developments in society, including demographic and economic change ",high
586,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,6,"Coordinated and well-monitored habitat restoration, protection and management, combined with consumer pressure and incentives, can reduce non- climatic impacts and increase resilience ",high
587,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,7,"Adaptation and mitigation options, such as afforestation, dam construction and coastal infrastructure placements, can increase vulnerability, compete for land and water and generate risks for the integrity and functioning of ecosystems ",high
588,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,9,"In terrestrial ecosystems, the fertilisation effects of high atmospheric CO 2 concentrations on carbon uptake will be increasingly saturated and limited by warming and drought ",medium
589,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,10,"Increases in wildfires, tree mortality, insect pest outbreaks, peatland drying and permafrost thaw (high confidence) all exacerbate self-reinforcing feedbacks between emissions from high-carbon ecosystems and warming with the potential to turn many ecosystems that are currently net carbon sinks into sources ",medium
590,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,11,"In coastal areas beyond 1.5°C warming, blue carbon storage by mangroves, marshes and seagrass habitats are increasingly threatened by rising sea levels and the intensity, duration and extent of marine heatwaves, as well as adaptation options (including coastal development) ",high
591,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,12,Changes in ocean stratification are projected to reduce nutrient supply and alter the magnitude and efficiency of the biological carbon pump ,medium
592,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,14,"The median values for percentage of species at very high risk of extinction are 9% at 1.5°C, 10% at 2°C, 12% at 3°C, 13% at 4°C and 15% at 5°C ",high
593,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,15,"Extinction risks are higher for species in biodiversity hotspots (medium confidence), reaching 24% of species at very high extinction risk above 1.5°C, with yet higher proportions for endemic species of 84% in mountains (medium confidence) and 100% on islands ",medium
594,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,16,"Thousands of individual populations are projected to be locally lost, which will reduce species diversity in some areas where there are no species moving in to replace them, for example, in tropical systems ",high
595,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,17,Novel species interactions at the cold edge of species’ distribution may also lead to extirpations and extinctions of newly encountered species ,low
596,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,18,"Palaeo records indicate that at extreme warming levels (>5°C), mass extinctions of species occur ",medium
597,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,21,These processes will exacerbate both stress on systems already at risk from climate impacts and non-climate impacts like habitat fragmentation and pollution ,high
598,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,22,The increasing frequency and severity of extreme events will decrease the recovery time available for ecosystems ,high
599,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,25,"Ecosystem integrity is threatened by the positive feedback between direct human impacts (land use change, pollution, overexploitation, fragmentation and destruction) and climate change ",high
600,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,26,"In the case of the Amazon forest, this could lead to large-scale ecological transformations and shifts from a closed, wet forest into a drier and lower-biomass vegetation ",medium
601,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,27,"If these pressures are not successfully addressed, the combined and interactive effects between climate change, deforestation and forest degradation, and forest fires are projected to lead to a reduction of over 60% of the area covered by forest in response to 2.5°C global warming level ",medium
602,data/raw/IPCC_AR6_WGII_FullReport.pdf,67,28,"Some habitat-forming coastal ecosystems, including many coral reefs, kelp forests and seagrass meadows, will undergo irreversible phase shifts due to marine heatwaves with global warming levels >1.5°C and are at high risk this century even in <1.5°C scenarios that include periods of temperature overshoot beyond 1.5°C ",high
603,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,2,Global warming of 3.0°C–3.5°C increases the likelihood of extreme and lethal heat events in western and northern Africa ,medium
604,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,5,Invasive plant species are predicted to expand both in latitude and altitude ,high
605,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,8,"Depending on location and human–wildlife interactions, climate-driven shifts in distributions of wild animals increase the risk of emergence of novel human infectious diseases, as has occurred with SARS, MERS and SARS-CoV-2 ",medium
606,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,11,These control measures will become costlier under climate change ,medium
607,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,13,"Limiting the global temperature increase to 1.5°C, compared to 2°C, could reduce projected permafrost CO 2 losses by 2100 by 24.2 GtC ",low
608,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,18,"For example, by 2100, 18.8% ± 19.0% to 38.9% ± 9.4% of the ocean will very likely undergo a change of more than 20 days (advances and delays) in the start of the phytoplankton growth period under SSP1-2.6 and SSP5-8.5 respectively ",low
609,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,19,"This altered timing increases the risk of temporal mismatches between plankton blooms and fish spawning seasons (medium to high confidence) and increases the risk of fish recruitment failure for species with restricted spawning locations, especially in mid- to high latitudes of the northern hemisphere (low confidence) but provide short-term opportunities to countries benefiting from shifting fish stocks ",medium
610,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,21,"Major risks include loss of coastal ecosystems such as wetlands and marshlands from committed sea level rise associated with overshoot warming (medium confidence), coral reefs and kelps from heat-related mortality and associated ecosystem transitions ",high
611,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,23,"With every increment of warming, exposure to climate hazards will grow substantially (high confidence), and adverse impacts on all food sectors will become prevalent, further stressing food security ",high
612,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,24,"Regional disparity in risks to food security will grow with warming levels, increasing poverty traps, particularly in regions characterised by a high level of human vulnerability ",high
613,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,27,"Compared to 1.5°C global warming level, 2°C global warming level will even further negatively impact food production where current temperatures are already high as in lower latitudes ",high
614,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,28,Increased and potentially concurrent climate extremes will increase simultaneous losses in major food-producing regions ,medium
615,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,29,The adverse effects of climate change on food production will become more severe when global temperatures rise by more than 2°C ,high
616,data/raw/IPCC_AR6_WGII_FullReport.pdf,68,30,"At 3°C or higher global warming levels, exposure to climate hazards will grow substantially (high confidence), further stressing food production, notably in sub-Saharan Africa and South and South East Asia ",high
617,data/raw/IPCC_AR6_WGII_FullReport.pdf,71,1,"Catch composition will change regionally, and the vulnerability of fishers will partially depend on their ability to move, diversify and leverage technology ",medium
618,data/raw/IPCC_AR6_WGII_FullReport.pdf,71,2,"Global marine aquaculture will decline under increasing temperature and acidification conditions by 2100, with potential short-term gains for finfish aquaculture in some temperate regions and overall negative impacts on bivalve aquaculture due to habitat reduction ",medium
619,data/raw/IPCC_AR6_WGII_FullReport.pdf,71,3,"Changes in precipitation, sea level rise, temperature and extreme events will negatively affect food provisioning from inland aquatic systems ",medium
620,data/raw/IPCC_AR6_WGII_FullReport.pdf,71,5,"Extreme weather events will increase risks of food insecurity via spikes in food prices, reduced food diversity and reduced income for agricultural and fishery livelihoods (high confidence), preventing achievement of the UN SDG 2 (‘Zero Hunger’) by 2030 in regions with limited adaptive capacities, including Africa, small island states and South Asia ",high
621,data/raw/IPCC_AR6_WGII_FullReport.pdf,71,6,"With about 2°C warming, climate-related changes in food availability and diet quality are estimated to increase nutrition-related diseases and the number of undernourished people by 2050, affecting tens (under low vulnerability and low warming) to hundreds of millions of people (under high vulnerability and high warming, i.e., SSP-3-RCP6.0), particularly among low-income households in low- and middle-income countries in sub- Saharan Africa, South Asia and Central America ",high
622,data/raw/IPCC_AR6_WGII_FullReport.pdf,71,7,"At 3°C or higher global warming levels, adverse impacts on all food sectors will become prevalent, further stressing food availability (high confidence), agricultural labour productivity and food access ",medium
623,data/raw/IPCC_AR6_WGII_FullReport.pdf,71,8,"Regional disparity in risks to food security will grow at these higher warming levels, increasing poverty traps, particularly in regions characterised by a high level of human vulnerability ",high
624,data/raw/IPCC_AR6_WGII_FullReport.pdf,71,10,"Increased CO 2 concentrations promote crop growth and yield but reduce the density of important nutrients in some crops (high confidence) with projected increases in undernutrition and micronutrient deficiency, particularly in countries that currently have high levels of nutrient deficiency (high confidence) and regions with low access to diverse foods ",medium
625,data/raw/IPCC_AR6_WGII_FullReport.pdf,71,11,"Marine-dependent communities, including Indigenous Peoples and local peoples, will be at increased risk of malnutrition due to losses of seafood-sourced nutrients ",medium
626,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,1,"Climate change will reduce the effectiveness of pollination as species are lost from certain areas, or the coordination of pollinator activity and flower receptiveness will be disrupted in some regions ",high
627,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,2,"Greenhouse gas emissions will negatively impact air, soil and water quality, exacerbating direct climatic impacts on yields ",high
628,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,4,Higher temperatures and humidity will expand the risk of aflatoxin contamination into higher- latitude regions ,high
629,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,5,More frequent and intense flood events and increased melting of snow and ice will increase food contamination ,high
630,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,6,Aquatic food safety will decrease through increased detrimental impacts from harmful algal blooms ,high
631,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,7,"These negative food safety impacts will be greater without adaptation and fall disproportionately on low-income countries and communities with high consumption of seafood, including coastal Indigenous communities ",medium
632,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,9,Regions and populations with higher exposure and vulnerability are pro- jected to face greater risks than others ,medium
633,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,10,"Projected changes in the water cycle, water quality, cryosphere changes, drought and flood will negatively impact natural and human systems ",high
634,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,12,About 800 million to 3 billion people at 2°C and about 4 billion at 4°C warming are projected to experience different levels of water scarcity ,medium
635,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,13,"At 4°C global warming by the end of the century, approximately 10% of the global land area is projected to face simultaneously increasing high extreme streamflow and decreasing low extreme streamflow, affecting over 2.1 billion people ",medium
636,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,14,"Globally, the greatest risks to attaining global sustainability goals come from risks to water security ",high
637,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,16,"Glacier mass loss, permafrost thaw and decline in snow cover are projected to continue beyond the 21st century ",high
638,data/raw/IPCC_AR6_WGII_FullReport.pdf,72,17,Many low- elevation and small glaciers around the world will lose most of their total mass at 1.5°C warming ,high
